Full Name,Academic Performance,Attendance Percentage,Seat Zone,Grades,Academic Stress,Motivation,Depression,Sleep Disorder,Study Life Balance,Family Pressures,Parents Marital Status,Family Income Level,Housing Status,Has Private Study Room,Daily Food Availability,Has School Uniform,Has Stationery,Receives Private Tutoring,Daily Study Hours,Works After School,Has Electronic Device,Device Usage Purpose,Has Social Media Accounts,Daily Screen Time,Social Media Impact On Studies,Content Type Watched,Plays Video Games,Daily Gaming Hours
Dean Peters,Average,90.8,Front,Mathematics:47.09; Art:48.43; Physics:58.18; Chemistry:50.43; History:57.29; English Language:50.54; Geography:51.40; Biology:51.94,Moderate,Moderate,FALSE,Moderate,Good,High,Married,2768.92,Owned,TRUE,FALSE,TRUE,TRUE,TRUE,3.1,TRUE,TRUE,Entertainment,FALSE,1.3,None,None,TRUE,0.8
Lindsey Herman,Average,77.9,Side,Mathematics:65.09; Art:58.90; Physics:60.11; Chemistry:60.16; History:56.98; English Language:52.06; Geography:57.08; Biology:54.23,High,Moderate,FALSE,High,Moderate,High,Single,4974.85,Shared,FALSE,FALSE,TRUE,FALSE,FALSE,4.5,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.2
Hunter Rivera,Average,83.18,Side,Mathematics:64.35; Art:63.78; Physics:70.66; Chemistry:61.74; History:75.30; English Language:71.40; Geography:72.59; Biology:78.74,High,Low,TRUE,Moderate,Needs Improvement,Low,Single,1880.37,Shared,TRUE,TRUE,FALSE,TRUE,FALSE,5.6,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.4
John Whitaker,Average,94.65,Front,Mathematics:48.81; Art:44.86; Physics:54.05; Chemistry:43.56; History:48.48; English Language:51.95; Geography:54.53; Biology:53.48,Low,Low,TRUE,Moderate,Moderate,None,Divorced,4421.15,Not Specified,TRUE,FALSE,FALSE,TRUE,FALSE,2.4,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.2
Maria Johnson,Good,86.23,Front,Mathematics:84.41; Art:74.51; Physics:88.35; Chemistry:87.53; History:79.14; English Language:77.79; Geography:73.86; Biology:81.53,High,High,FALSE,Not Specified,Good,Moderate,Married,2348.33,Not Specified,TRUE,TRUE,FALSE,FALSE,FALSE,4.9,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.2
Matthew Cruz,Average,96.22,Back,Mathematics:61.40; Art:51.89; Physics:52.30; Chemistry:52.52; History:52.85; English Language:49.29; Geography:59.57; Biology:55.56,Low,Moderate,FALSE,Not Specified,Needs Improvement,Low,Widowed,788.28,Temporary Shelter,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Thomas Lee,Average,90.91,Front,Mathematics:38.64; Art:49.85; Physics:54.97; Chemistry:51.44; History:47.55; English Language:43.60; Geography:50.42; Biology:56.92,High,Moderate,TRUE,Not Specified,Needs Improvement,None,Widowed,3432.36,Owned,TRUE,TRUE,FALSE,TRUE,TRUE,2.6,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Deborah Hall,Average,88.53,Back,Mathematics:38.15; Art:29.98; Physics:28.24; Chemistry:33.67; History:34.04; English Language:33.68; Geography:33.65; Biology:35.04,Low,High,FALSE,Moderate,Needs Improvement,Low,Married,861.22,Rented,TRUE,TRUE,FALSE,FALSE,FALSE,2.9,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,0.5
Rachel Wilson,Good,95.18,Front,Mathematics:80.30; Art:71.75; Physics:72.82; Chemistry:80.61; History:79.31; English Language:72.05; Geography:82.95; Biology:77.17,Moderate,Moderate,FALSE,High,Good,None,Separated,927.07,Owned,TRUE,TRUE,TRUE,TRUE,FALSE,2.4,TRUE,TRUE,Entertainment,TRUE,1.9,Neutral,News,FALSE,0
Michael West,Good,82.85,Side,Mathematics:94.24; Art:84.62; Physics:99.97; Chemistry:95.82; History:90.55; English Language:96.76; Geography:90.19; Biology:89.86,High,Moderate,FALSE,High,Moderate,Moderate,Divorced,4549.81,Rented,TRUE,TRUE,FALSE,TRUE,TRUE,4.8,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Anna Mckee,Average,82.13,Back,Mathematics:45.45; Art:50.49; Physics:48.96; Chemistry:45.76; History:50.11; English Language:39.16; Geography:48.43; Biology:54.73,Low,Moderate,FALSE,High,Moderate,Moderate,Widowed,1708.42,Temporary Shelter,FALSE,TRUE,TRUE,TRUE,FALSE,4.3,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.8
Mr. Gregory Reynolds,Average,85.87,Middle,Mathematics:44.69; Art:43.46; Physics:43.32; Chemistry:46.09; History:40.71; English Language:37.54; Geography:45.83; Biology:43.26,Low,High,FALSE,Low,Moderate,Low,Single,4256.12,Temporary Shelter,FALSE,FALSE,TRUE,FALSE,TRUE,4.7,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.6
Paul Griffin,Good,91.86,Front,Mathematics:94.47; Art:96.88; Physics:100.00; Chemistry:96.01; History:95.66; English Language:83.79; Geography:98.43; Biology:87.13,Low,Low,FALSE,Not Specified,Needs Improvement,High,Single,563.59,Owned,TRUE,TRUE,FALSE,TRUE,TRUE,3.9,TRUE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Kenneth Matthews,Average,90.53,Back,Mathematics:63.05; Art:55.16; Physics:63.29; Chemistry:71.98; History:62.27; English Language:61.73; Geography:61.99; Biology:61.82,Low,Moderate,FALSE,Low,Good,Low,Widowed,4550.39,Temporary Shelter,TRUE,FALSE,FALSE,TRUE,FALSE,5.5,FALSE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Felicia Norman,Average,83.63,Back,Mathematics:62.24; Art:62.13; Physics:53.85; Chemistry:56.65; History:68.06; English Language:62.42; Geography:65.16; Biology:60.67,High,High,FALSE,Not Specified,Good,None,Divorced,3593.19,Not Specified,TRUE,TRUE,FALSE,FALSE,TRUE,4.7,TRUE,TRUE,Other,FALSE,3.1,None,None,FALSE,0
Stephanie Williams,Average,98.57,Side,Mathematics:63.87; Art:59.86; Physics:56.76; Chemistry:67.95; History:62.11; English Language:66.12; Geography:56.41; Biology:52.88,Low,High,FALSE,Moderate,Good,High,Married,2296.57,Owned,FALSE,FALSE,TRUE,TRUE,TRUE,5.1,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.5
Amy Hall,Average,82.51,Side,Mathematics:32.62; Art:49.30; Physics:29.62; Chemistry:40.79; History:49.76; English Language:43.42; Geography:39.15; Biology:32.66,Moderate,Low,TRUE,Not Specified,Moderate,Low,Divorced,3488.84,Shared,FALSE,TRUE,TRUE,FALSE,FALSE,4.2,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.6
Zachary Mcgrath,Good,91.59,Back,Mathematics:90.20; Art:91.21; Physics:94.96; Chemistry:94.95; History:87.50; English Language:98.00; Geography:80.74; Biology:88.30,Low,High,FALSE,High,Good,Low,Separated,2492.27,Shared,FALSE,FALSE,FALSE,FALSE,FALSE,3.8,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,0.9
James Harrison,Average,91.82,Back,Mathematics:56.39; Art:49.41; Physics:60.74; Chemistry:58.03; History:60.63; English Language:65.81; Geography:62.59; Biology:54.96,Moderate,Low,FALSE,Moderate,Needs Improvement,None,Married,1543.03,Not Specified,TRUE,TRUE,FALSE,TRUE,FALSE,4.7,FALSE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Jillian Henry,Average,76.35,Middle,Mathematics:53.40; Art:61.72; Physics:50.04; Chemistry:51.36; History:45.50; English Language:53.75; Geography:51.28; Biology:58.79,Low,Moderate,TRUE,Moderate,Moderate,Low,Single,541.69,Not Specified,FALSE,FALSE,TRUE,TRUE,FALSE,4.7,FALSE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
William James,Average,89.28,Front,Mathematics:57.72; Art:64.07; Physics:64.71; Chemistry:70.61; History:52.73; English Language:61.05; Geography:54.44; Biology:61.31,Moderate,Low,FALSE,Moderate,Needs Improvement,None,Single,4431.42,Not Specified,TRUE,FALSE,FALSE,TRUE,FALSE,5.7,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Pam Snow,Average,92.36,Middle,Mathematics:52.10; Art:45.57; Physics:54.95; Chemistry:55.23; History:47.77; English Language:63.95; Geography:57.65; Biology:59.63,Low,High,TRUE,Moderate,Moderate,Moderate,Single,1598.77,Not Specified,FALSE,TRUE,FALSE,FALSE,TRUE,4.2,FALSE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.3
Jeffery Gilmore,Average,99.28,Back,Mathematics:60.45; Art:65.17; Physics:56.94; Chemistry:70.71; History:65.10; English Language:71.76; Geography:66.91; Biology:64.68,Moderate,Low,TRUE,Low,Needs Improvement,None,Single,3781.81,Shared,TRUE,TRUE,FALSE,TRUE,TRUE,4.6,TRUE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Charles Gonzales,Average,91.19,Front,Mathematics:64.31; Art:70.53; Physics:57.43; Chemistry:70.11; History:66.61; English Language:64.05; Geography:71.03; Biology:60.25,High,Low,FALSE,Low,Needs Improvement,Moderate,Widowed,3801.82,Not Specified,FALSE,TRUE,FALSE,TRUE,TRUE,4.6,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.7
Brian Garcia,Average,94.74,Middle,Mathematics:44.55; Art:32.83; Physics:31.40; Chemistry:35.40; History:35.27; English Language:38.96; Geography:32.10; Biology:38.00,Moderate,Moderate,TRUE,Not Specified,Moderate,High,Widowed,2930.52,Temporary Shelter,FALSE,TRUE,TRUE,TRUE,TRUE,2.3,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Kevin Henry,Average,82.12,Middle,Mathematics:68.37; Art:70.93; Physics:66.99; Chemistry:59.14; History:68.69; English Language:68.30; Geography:58.29; Biology:62.23,Low,High,FALSE,Not Specified,Needs Improvement,Low,Married,4931.91,Owned,TRUE,FALSE,FALSE,TRUE,FALSE,3.1,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Michael Gordon,Average,76.19,Front,Mathematics:43.57; Art:42.29; Physics:33.48; Chemistry:48.96; History:38.15; English Language:38.39; Geography:49.85; Biology:37.09,High,Moderate,TRUE,Moderate,Good,Low,Widowed,2040.81,Shared,FALSE,TRUE,TRUE,TRUE,TRUE,2.5,FALSE,TRUE,Other,TRUE,1.4,None,Sports,TRUE,1.6
Ashley Davis,Average,87.61,Front,Mathematics:45.60; Art:43.72; Physics:34.58; Chemistry:34.39; History:37.58; English Language:49.38; Geography:45.46; Biology:42.74,Moderate,High,TRUE,Low,Good,Low,Single,4864.52,Rented,FALSE,TRUE,TRUE,FALSE,TRUE,5.2,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.9
Julie Higgins,Average,85.86,Side,Mathematics:53.83; Art:56.74; Physics:52.49; Chemistry:49.37; History:40.14; English Language:54.89; Geography:53.37; Biology:53.29,Low,Moderate,FALSE,High,Moderate,Moderate,Married,3257.64,Not Specified,FALSE,TRUE,FALSE,TRUE,TRUE,3.1,FALSE,TRUE,Work,FALSE,3.6,None,None,TRUE,0.8
Diana Rowe,Average,88.83,Side,Mathematics:72.43; Art:74.76; Physics:79.10; Chemistry:75.02; History:78.62; English Language:75.31; Geography:69.78; Biology:73.11,High,Moderate,TRUE,Moderate,Moderate,Low,Married,719.86,Shared,TRUE,FALSE,FALSE,FALSE,TRUE,4.6,FALSE,TRUE,Not Specified,FALSE,0,None,None,TRUE,0.6
Dr. Michael Conrad Jr.,Average,96.29,Front,Mathematics:79.57; Art:59.69; Physics:61.38; Chemistry:67.80; History:65.90; English Language:70.21; Geography:63.43; Biology:65.80,High,Moderate,FALSE,Low,Moderate,High,Married,4391.3,Not Specified,FALSE,FALSE,FALSE,TRUE,TRUE,3.8,TRUE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Steven Walter,Average,85.77,Back,Mathematics:74.16; Art:66.73; Physics:62.77; Chemistry:63.48; History:70.60; English Language:65.92; Geography:63.82; Biology:70.36,Low,Moderate,TRUE,Not Specified,Needs Improvement,Low,Single,1406.04,Not Specified,FALSE,FALSE,TRUE,TRUE,FALSE,4.5,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.7
Victoria Vega,Average,79.08,Back,Mathematics:56.30; Art:55.59; Physics:60.71; Chemistry:59.09; History:55.72; English Language:50.93; Geography:53.33; Biology:55.11,High,High,FALSE,High,Good,Low,Widowed,4553.89,Shared,FALSE,TRUE,TRUE,FALSE,TRUE,6,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Jo Ramirez,Average,96.56,Back,Mathematics:57.07; Art:64.18; Physics:60.85; Chemistry:64.36; History:61.57; English Language:69.47; Geography:62.70; Biology:63.08,High,High,FALSE,Moderate,Moderate,Moderate,Divorced,1558.16,Shared,TRUE,TRUE,TRUE,FALSE,TRUE,5.8,TRUE,TRUE,Entertainment,FALSE,1.4,None,None,FALSE,0
John Williams,Needs Improvement,77.06,Front,Mathematics:39.33; Art:37.15; Physics:37.07; Chemistry:34.35; History:37.01; English Language:39.12; Geography:44.02; Biology:40.22,Moderate,Moderate,FALSE,High,Needs Improvement,Low,Single,4229.67,Temporary Shelter,TRUE,FALSE,TRUE,TRUE,TRUE,3.8,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,0.7
Joshua Mckay,Good,86.4,Front,Mathematics:78.50; Art:74.52; Physics:77.18; Chemistry:82.44; History:73.44; English Language:80.05; Geography:70.62; Biology:78.11,Moderate,Low,FALSE,Moderate,Moderate,Low,Single,933.87,Not Specified,TRUE,FALSE,FALSE,TRUE,TRUE,3.3,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Vincent Tanner,Average,96.85,Middle,Mathematics:51.88; Art:55.61; Physics:61.98; Chemistry:55.61; History:54.73; English Language:61.79; Geography:54.75; Biology:61.37,Low,High,TRUE,Not Specified,Good,Low,Married,3560.58,Shared,FALSE,FALSE,TRUE,FALSE,FALSE,4.9,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Terry White,Average,78.51,Front,Mathematics:73.36; Art:79.29; Physics:71.49; Chemistry:80.04; History:72.08; English Language:86.24; Geography:80.33; Biology:79.46,Low,Moderate,TRUE,Low,Moderate,None,Single,590.59,Temporary Shelter,FALSE,FALSE,FALSE,TRUE,TRUE,4.7,FALSE,TRUE,Entertainment,TRUE,3.6,Negative,News,FALSE,0
Leslie Hopkins,Average,80.17,Middle,Mathematics:60.25; Art:60.09; Physics:57.99; Chemistry:59.42; History:47.53; English Language:63.75; Geography:64.98; Biology:61.00,Moderate,Moderate,FALSE,Moderate,Good,None,Married,3174.38,Rented,FALSE,FALSE,FALSE,TRUE,TRUE,2.7,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.2
Ana Cuevas,Average,92.82,Middle,Mathematics:61.02; Art:50.25; Physics:48.49; Chemistry:52.83; History:54.45; English Language:58.24; Geography:49.23; Biology:63.15,Moderate,Low,FALSE,Low,Needs Improvement,None,Single,1772.91,Shared,FALSE,TRUE,FALSE,TRUE,FALSE,2.9,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.1
Corey Smith,Average,79.22,Back,Mathematics:47.15; Art:43.89; Physics:54.51; Chemistry:41.72; History:49.22; English Language:44.03; Geography:42.66; Biology:46.82,Moderate,High,FALSE,Moderate,Good,High,Divorced,856.5,Rented,FALSE,FALSE,TRUE,FALSE,TRUE,5.8,TRUE,TRUE,Gaming,TRUE,2.6,Positive,Entertainment,FALSE,0
Dr. Kyle Johnson DDS,Average,85.43,Back,Mathematics:52.59; Art:52.50; Physics:57.93; Chemistry:64.12; History:52.14; English Language:54.57; Geography:54.36; Biology:55.52,High,Low,TRUE,High,Needs Improvement,Low,Widowed,2784.53,Temporary Shelter,FALSE,FALSE,FALSE,TRUE,TRUE,2.1,FALSE,TRUE,Entertainment,FALSE,2.6,None,None,FALSE,0
Linda Shaw,Good,81.08,Back,Mathematics:95.09; Art:89.37; Physics:86.53; Chemistry:100.00; History:96.20; English Language:86.25; Geography:83.65; Biology:96.04,High,High,FALSE,High,Needs Improvement,Low,Married,3721.36,Shared,FALSE,TRUE,FALSE,TRUE,TRUE,4.9,FALSE,TRUE,Gaming,TRUE,1.2,Neutral,Other,TRUE,1.8
Kenneth Soto,Good,84.96,Middle,Mathematics:88.18; Art:83.23; Physics:92.62; Chemistry:83.48; History:93.76; English Language:96.79; Geography:91.36; Biology:88.35,High,High,FALSE,High,Good,Low,Married,4370.48,Rented,FALSE,TRUE,TRUE,FALSE,FALSE,5.2,TRUE,TRUE,Entertainment,FALSE,1.2,None,None,TRUE,0.6
Jason Sullivan,Average,94.05,Front,Mathematics:32.90; Art:32.20; Physics:38.54; Chemistry:39.51; History:39.04; English Language:34.02; Geography:27.60; Biology:33.00,Low,Low,FALSE,High,Good,None,Divorced,1759.7,Not Specified,TRUE,TRUE,FALSE,FALSE,TRUE,4.6,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.8
Ronald Gonzalez,Average,85.7,Front,Mathematics:49.40; Art:53.92; Physics:47.85; Chemistry:48.54; History:49.15; English Language:55.08; Geography:57.99; Biology:46.71,High,High,FALSE,Not Specified,Good,Moderate,Separated,2765.87,Temporary Shelter,FALSE,TRUE,FALSE,FALSE,TRUE,3.3,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.2
Christy Webb,Needs Improvement,77.6,Back,Mathematics:38.49; Art:30.99; Physics:46.68; Chemistry:33.26; History:26.85; English Language:39.33; Geography:35.95; Biology:42.79,Moderate,Moderate,TRUE,High,Needs Improvement,Moderate,Married,1679.73,Owned,TRUE,FALSE,FALSE,TRUE,TRUE,4.6,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Gary Anderson,Average,94.06,Middle,Mathematics:64.38; Art:64.94; Physics:72.72; Chemistry:71.62; History:62.85; English Language:74.77; Geography:70.92; Biology:79.42,Moderate,Low,TRUE,High,Good,High,Single,4227.8,Temporary Shelter,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.7
Alicia Underwood,Average,92.81,Side,Mathematics:70.88; Art:64.41; Physics:65.36; Chemistry:67.60; History:70.21; English Language:69.84; Geography:73.23; Biology:69.27,Moderate,Low,FALSE,Moderate,Moderate,Low,Single,4326.43,Temporary Shelter,TRUE,TRUE,TRUE,FALSE,TRUE,5.3,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.5
Meghan Russell,Average,89.34,Side,Mathematics:70.66; Art:51.25; Physics:62.74; Chemistry:49.59; History:55.74; English Language:53.33; Geography:59.09; Biology:60.73,Low,Low,TRUE,High,Needs Improvement,Moderate,Single,4435.07,Not Specified,FALSE,TRUE,FALSE,FALSE,TRUE,4.7,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.5
Selena Welch,Good,92.15,Front,Mathematics:73.05; Art:77.73; Physics:79.96; Chemistry:75.80; History:73.46; English Language:76.76; Geography:73.00; Biology:70.64,Moderate,Moderate,FALSE,High,Moderate,High,Divorced,1664.61,Temporary Shelter,TRUE,FALSE,TRUE,FALSE,FALSE,4.3,TRUE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Katie Holt,Average,88.52,Front,Mathematics:57.86; Art:59.69; Physics:67.08; Chemistry:54.57; History:54.73; English Language:58.58; Geography:54.52; Biology:53.09,High,Low,FALSE,Low,Moderate,None,Married,4501.9,Not Specified,FALSE,FALSE,FALSE,FALSE,TRUE,2.3,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Angela Anderson,Average,96.97,Middle,Mathematics:70.93; Art:63.51; Physics:74.96; Chemistry:56.40; History:72.17; English Language:59.82; Geography:69.50; Biology:60.45,Moderate,Moderate,TRUE,Moderate,Needs Improvement,Moderate,Widowed,1123.93,Rented,TRUE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.1
Linda Castro,Average,84.96,Middle,Mathematics:59.64; Art:61.69; Physics:57.05; Chemistry:58.81; History:60.92; English Language:59.81; Geography:75.76; Biology:61.60,High,High,FALSE,High,Moderate,High,Separated,3536.26,Shared,TRUE,FALSE,TRUE,FALSE,FALSE,4.1,FALSE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1
Cynthia Johns,Average,77.85,Middle,Mathematics:78.38; Art:73.80; Physics:72.66; Chemistry:70.37; History:69.27; English Language:69.31; Geography:75.63; Biology:61.91,Low,High,FALSE,Not Specified,Good,High,Married,4258.27,Not Specified,FALSE,FALSE,FALSE,TRUE,FALSE,2.2,FALSE,TRUE,Entertainment,TRUE,2,Neutral,News,FALSE,0
Amy Fernandez,Average,97.76,Front,Mathematics:59.91; Art:55.21; Physics:71.80; Chemistry:62.11; History:66.48; English Language:71.68; Geography:67.79; Biology:65.59,High,Low,TRUE,High,Moderate,Moderate,Separated,4799.77,Temporary Shelter,FALSE,FALSE,FALSE,FALSE,TRUE,2.6,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Rose Coleman,Average,89.2,Side,Mathematics:76.34; Art:71.04; Physics:66.20; Chemistry:62.70; History:74.88; English Language:72.84; Geography:76.72; Biology:70.14,High,Moderate,FALSE,Not Specified,Good,High,Married,2849.97,Shared,FALSE,TRUE,FALSE,FALSE,FALSE,4.2,TRUE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
James Hardy,Average,87.95,Back,Mathematics:49.68; Art:44.27; Physics:47.64; Chemistry:48.85; History:46.17; English Language:53.03; Geography:43.28; Biology:47.80,Moderate,Moderate,TRUE,Moderate,Moderate,None,Divorced,2846.62,Shared,TRUE,FALSE,FALSE,TRUE,FALSE,3.7,TRUE,TRUE,Gaming,FALSE,2.6,None,None,TRUE,0.9
Susan Ward,Average,86.5,Back,Mathematics:39.10; Art:45.68; Physics:43.21; Chemistry:51.10; History:50.33; English Language:44.68; Geography:46.24; Biology:51.08,High,High,FALSE,High,Good,None,Married,4356.9,Shared,FALSE,TRUE,TRUE,TRUE,TRUE,2.2,TRUE,TRUE,Gaming,TRUE,3.6,Negative,News,FALSE,0
Jennifer Hood,Needs Improvement,86.91,Side,Mathematics:28.03; Art:34.92; Physics:22.51; Chemistry:22.78; History:33.30; English Language:27.43; Geography:28.25; Biology:30.72,Low,Moderate,FALSE,Moderate,Moderate,Moderate,Single,4838.69,Temporary Shelter,FALSE,TRUE,FALSE,FALSE,FALSE,2.2,TRUE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Steven Erickson,Average,79.37,Side,Mathematics:44.53; Art:45.51; Physics:41.15; Chemistry:54.24; History:48.57; English Language:40.97; Geography:42.06; Biology:46.21,Low,High,FALSE,High,Needs Improvement,Moderate,Widowed,1845.91,Rented,FALSE,FALSE,FALSE,FALSE,FALSE,5.9,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.8
Luis Savage,Good,87.32,Middle,Mathematics:83.36; Art:68.59; Physics:71.27; Chemistry:79.97; History:82.84; English Language:85.65; Geography:81.12; Biology:80.76,Low,Low,TRUE,Not Specified,Needs Improvement,None,Married,3990.14,Not Specified,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE,TRUE,Other,TRUE,1.5,Negative,Educational,FALSE,0
Corey Davis,Average,96.31,Back,Mathematics:74.23; Art:67.93; Physics:74.89; Chemistry:65.78; History:70.48; English Language:62.96; Geography:70.11; Biology:65.18,Moderate,Low,TRUE,Low,Good,Moderate,Single,1250.33,Owned,FALSE,TRUE,TRUE,FALSE,TRUE,4,TRUE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Sarah Dudley,Needs Improvement,78.94,Back,Mathematics:35.54; Art:39.43; Physics:34.42; Chemistry:32.35; History:32.97; English Language:36.93; Geography:39.53; Biology:40.90,Moderate,Moderate,FALSE,Low,Needs Improvement,None,Divorced,737.31,Temporary Shelter,FALSE,TRUE,TRUE,FALSE,TRUE,4.6,TRUE,TRUE,Education,FALSE,2.8,None,None,FALSE,0
Michael Delgado,Good,92.67,Back,Mathematics:87.36; Art:93.36; Physics:85.08; Chemistry:82.81; History:86.09; English Language:100.00; Geography:82.51; Biology:82.61,Moderate,Low,TRUE,High,Needs Improvement,None,Widowed,1853.41,Owned,TRUE,TRUE,FALSE,FALSE,FALSE,3.2,TRUE,TRUE,Work,FALSE,1.4,None,None,FALSE,0
Brian Mayo,Average,80.46,Back,Mathematics:59.76; Art:46.50; Physics:60.66; Chemistry:61.58; History:55.57; English Language:54.16; Geography:53.55; Biology:56.32,Moderate,Moderate,FALSE,Moderate,Moderate,Moderate,Single,4048.46,Rented,FALSE,TRUE,TRUE,FALSE,FALSE,3.3,TRUE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Sarah Mitchell,Average,97.56,Middle,Mathematics:38.28; Art:45.14; Physics:46.23; Chemistry:45.97; History:46.73; English Language:38.11; Geography:47.60; Biology:47.68,Low,High,FALSE,Moderate,Needs Improvement,High,Married,3810.87,Temporary Shelter,TRUE,TRUE,FALSE,FALSE,TRUE,4.5,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.8
Barbara Schultz,Average,78.94,Middle,Mathematics:68.40; Art:69.53; Physics:73.45; Chemistry:62.00; History:74.14; English Language:68.34; Geography:85.52; Biology:66.51,Low,High,TRUE,Moderate,Good,High,Divorced,1125.87,Temporary Shelter,TRUE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Ashley Garrison,Average,83.14,Front,Mathematics:50.72; Art:63.68; Physics:55.71; Chemistry:57.86; History:58.02; English Language:62.38; Geography:57.10; Biology:58.77,High,Moderate,FALSE,Low,Moderate,Moderate,Separated,1388.87,Owned,TRUE,FALSE,TRUE,FALSE,FALSE,4,TRUE,TRUE,Entertainment,TRUE,1,None,None,FALSE,0
Lee Foster,Average,80.52,Back,Mathematics:56.02; Art:44.49; Physics:51.70; Chemistry:54.83; History:51.23; English Language:52.79; Geography:58.98; Biology:57.64,High,Low,TRUE,Low,Needs Improvement,High,Married,3958.02,Owned,FALSE,TRUE,FALSE,FALSE,FALSE,3.3,FALSE,TRUE,Gaming,TRUE,3.4,Negative,Sports,TRUE,1.5
Wayne Tucker,Good,82.63,Side,Mathematics:82.82; Art:82.99; Physics:82.12; Chemistry:92.41; History:82.38; English Language:91.71; Geography:92.47; Biology:94.19,Moderate,Moderate,FALSE,Low,Moderate,Low,Divorced,2732.13,Rented,TRUE,TRUE,TRUE,FALSE,FALSE,5.1,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.9
Melissa Branch,Needs Improvement,80.57,Middle,Mathematics:34.97; Art:29.27; Physics:40.93; Chemistry:40.99; History:35.88; English Language:24.08; Geography:27.33; Biology:39.23,Low,Low,TRUE,High,Needs Improvement,Low,Widowed,2988.79,Owned,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Jenna Johnson,Good,94.47,Front,Mathematics:72.92; Art:69.94; Physics:74.16; Chemistry:74.95; History:80.66; English Language:80.03; Geography:82.22; Biology:71.25,Low,Moderate,TRUE,Moderate,Needs Improvement,None,Separated,2800.31,Not Specified,TRUE,TRUE,TRUE,FALSE,TRUE,3,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
